Date,USD_NGN,EUR_NGN,GBP_NGN,
18/07/2024,1585.42,1768.3,2100.05,
19/07/2024,1589.29,1759.15,2085.51,
22/07/2024,1613.1,1772.31,2104.44,
23/07/2024,1598.2,1766.39,2101.02,
24/07/2024,1595.11,1749.23,2082.22,
25/07/2024,1601.3,1752.27,2076.52,
26/07/2024,1601.29,1757.42,2079.97,
29/07/2024,1611.14,1756.56,2087.88,
30/07/2024,1613.9,1762.82,2092.12,
31/07/2024,1632.13,1788.82,2124.61,
01/08/2024,1649.57,1796.26,2119.72,
02/08/2024,1646.15,1797.41,2107.43,
05/08/2024,1607.37,1745.41,2035.47,
06/08/2024,1595.27,1732.07,2011.83,
07/08/2024,1586.28,1725.1,2003.61,
08/08/2024,1587.85,1723.46,2012.12,
09/08/2024,1583.3,1741.08,2028.97,
12/08/2024,1569.81,1737.84,2029.66,
13/08/2024,1572.56,1738.42,2034.16,
14/08/2024,1581.3,1748.53,2036.6,
15/08/2024,1587.34,1750.34,2050.46,
16/08/2024,1586.48,1747.18,2049.26,
19/08/2024,1579.45,1754.57,2055.97,
20/08/2024,1587.02,1760.75,2061.78,
21/08/2024,1570.7,1751.16,2055.27,
22/08/2024,1567.39,1754.3,2066.63,
23/08/2024,1559.29,1753.22,2067.69,
26/08/2024,1573.79,1763,2082.62,
27/08/2024,1586.9,1775.86,2105.4,
28/08/2024,1587.35,1778.53,2109.49,
29/08/2024,1589.84,1769.48,2103.06,
30/08/2024,1587.03,1766.83,2097.14,
02/09/2024,1589.05,1761.56,2091.46,
03/09/2024,1590.63,1757.32,2086.2,
04/09/2024,1589.8,1757.75,2084.96,
05/09/2024,1598.14,1778.77,2109.7,
06/09/2024,1593.7,1783.88,2112.31,
09/09/2024,1612.74,1800.91,2133,
10/09/2024,1625.98,1817.49,2157.26,
11/09/2024,1646.06,1817.58,2152.77,
12/09/2024,1645.94,1824.54,2163.12,
13/09/2024,1642.61,1825.57,2160.71,
16/09/2024,1642.68,1825.2,2166.55,
17/09/2024,1641.9,1826.68,2162.66,
18/09/2024,1641.23,1823.93,2167.05,
19/09/2024,1635.56,1825.13,2171.67,
20/09/2024,1628.87,1823.67,2173.13,
23/09/2024,1628.77,1827.77,2195.26,
24/09/2024,1599.71,1777.79,2132.69,
25/09/2024,1641.65,1848.47,2212,
26/09/2024,1639.24,1843.25,2211.87,
27/09/2024,1639.71,1846.6,2210.17,
30/09/2024,1653.98,1863.7,2238.5,
01/10/2024,1658.37,1858.06,2229.39,
02/10/2024,1661.35,1845.07,2215.96,
03/10/2024,1657.55,1837.26,2185.57,
04/10/2024,1639.56,1821.5,2177.01,
07/10/2024,1622.09,1784.35,2126.96,
08/10/2024,1616.61,1777.94,2122.03,
09/10/2024,1613.83,1776.17,2121.46,
10/10/2024,1617.07,1772.27,2116.73,
11/10/2024,1625.55,1772.04,2116.29,
14/10/2024,1622.88,1775.57,2125.9,
15/10/2024,1625.79,1782.59,2138.9,
16/10/2024,1631.86,1782.09,2131.41,
17/10/2024,1631.51,1776.5,2134.7,
18/10/2024,1632.24,1774.44,2129.97,
21/10/2024,1628.25,1776.46,2132.28,
22/10/2024,1634.58,1779.43,2139.74,
23/10/2024,1644.49,1781.91,2134.11,
24/10/2024,1646.42,1775.29,2127.32,
25/10/2024,1632.37,1778.9,2134.72,
28/10/2024,1634.45,1775.49,2129.41,
29/10/2024,1634.7,1777.98,2138.43,
30/10/2024,1641.73,1780.41,2124.9,
31/10/2024,1645.32,1784.28,2114.93,
01/11/2024,1632.99,1787.88,2126.11,
04/11/2024,1635.05,1792.46,2135.07,
05/11/2024,1641.77,1789.9,2135.01,
06/11/2024,1668.62,1786.93,2144.95,
07/11/2024,1668.12,1797.34,2160.14,
08/11/2024,1669.23,1796.9,2164.63,
11/11/2024,1668.2,1793.97,2166.09,
12/11/2024,1677.21,1783.24,2140.09,
13/11/2024,1680.01,1780.99,2142.78,
14/11/2024,1681.27,1775.48,2134.96,
15/11/2024,1668.03,1774.81,2123.62,
18/11/2024,1661.08,1756.6,2101.6,
19/11/2024,1673.86,1773.84,2123.03,
20/11/2024,1672.76,1776.97,2131.91,
21/11/2024,1674.38,1772.1,2129.99,
22/11/2024,1680.94,1774.82,2134.23,
25/11/2024,1684.24,1774.28,2124.71,
26/11/2024,1675.83,1763.29,2113.65,
27/11/2024,1685.62,1779.68,2135.83,
28/11/2024,1683.62,1783.41,2143.47,
29/11/2024,1678.91,1785.68,2149.09,
02/12/2024,1674.68,1768.02,2130.9,
03/12/2024,1665.39,1756.46,2118.02,
04/12/2024,1658.35,1744.06,2107.45,
05/12/2024,1610.29,1714.15,2065.9,
06/12/2024,1558.54,1713.85,2065.25,
09/12/2024,1542.45,1631.36,1970.28,
10/12/2024,1529.14,1631.55,1979.39,
11/12/2024,1538.75,1626.46,1975.65,
12/12/2024,1536.36,1628.88,1971.64,
13/12/2024,1539.56,1629.24,1957.14,
16/12/2024,1539.57,1620.25,1955.17,
17/12/2024,1542.56,1623.45,1966.8,
18/12/2024,1544.93,1632.89,1982.4,
19/12/2024,1540.73,1612.84,1944.86,
20/12/2024,1541.8,1610.24,1940.19,
23/12/2024,1539.18,1615.34,1945.73,
24/12/2024,1537.96,1607.13,1935.94,
25/12/2024,1536.22,1608.21,1939.46,
26/12/2024,1538.76,1603.02,1926.55,
27/12/2024,1538.26,1610.92,1942.43,
30/12/2024,1538.24,1615.65,1948.29,
31/12/2024,1534.2,1606.81,1943.06,
01/01/2025,1533.79,1601.91,1936.63,
02/01/2025,1538.02,1600.34,1929.5,
03/01/2025,1535.36,1601.84,1929.82,
06/01/2025,1531.34,1595.68,1922.7,
07/01/2025,1534.38,1605.4,1936.5,
08/01/2025,1538.38,1593.83,1909.65,
09/01/2025,1540.36,1592.43,1902.69,
10/01/2025,1543.79,1591.55,1895.15,
13/01/2025,1548.87,1585.11,1889.26,
14/01/2025,1549.26,1590.74,1884.73,
15/01/2025,1551.86,1599.38,1901.79,
16/01/2025,1552.31,1599.64,1899.75,
17/01/2025,1550.06,1603.55,1895.31,
20/01/2025,1552.56,1607.05,1901.79,
21/01/2025,1552.61,1615.48,1914.21,
22/01/2025,1554.26,1622.26,1918.93,
23/01/2025,1555.25,1621.78,1923.03,
24/01/2025,1534.65,1627.19,1934.08,
27/01/2025,1531.53,1617.37,1927.44,
28/01/2025,1533.27,1614.23,1925.6,
29/01/2025,1520.2,1606.68,1919.65,
30/01/2025,1519.1,1609.27,1923.42,
31/01/2025,1521.58,1612.37,1929.74,
03/02/2025,1491.37,1533.95,1846.39,
04/02/2025,1497.47,1545.88,1858.96,
05/02/2025,1494.84,1548.14,1860.87,
06/02/2025,1497.86,1556.27,1863.51,
07/02/2025,1501.29,1556.48,1868.56,
10/02/2025,1499.42,1553.5,1863.46,
11/02/2025,1498.7,1547.72,1858.81,
12/02/2025,1504.2,1554.54,1862.68,
13/02/2025,1507.06,1566.39,1881.38,
14/02/2025,1511.88,1572.17,1886.78,
17/02/2025,1509.96,1584.6,1907.98,
18/02/2025,1508.4,1582.44,1912.46,
19/02/2025,1507,1573.54,1899.67,
20/02/2025,1507.33,1570.48,1894.66,
21/02/2025,1503.6,1570.43,1895.71,
24/02/2025,1502.54,1577.42,1902.49,
25/02/2025,1501.19,1576.3,1898.55,
26/02/2025,1499.97,1574.84,1903.37,
27/02/2025,1497.99,1570.76,1903.71,
28/02/2025,1500.95,1565.88,1897.01,
03/03/2025,1498.48,1562.97,1893.15,
04/03/2025,1499.45,1579.23,1901.16,
05/03/2025,1499.3,1601.63,1913.05,
06/03/2025,1501.17,1619.1,1933.01,
07/03/2025,1505.07,1610.97,1919.7,
10/03/2025,1509.06,1638.65,1946.71,
11/03/2025,1531.01,1671.62,1982.76,
12/03/2025,1533.33,1665.95,1983.43,
13/03/2025,1538.59,1670.78,1994.19,
14/03/2025,1534.07,1679.17,1989.69,
17/03/2025,1536.44,1684.09,2003.18,
18/03/2025,1535.71,1688.25,2005.81,
19/03/2025,1536.21,1676.95,1999.53,
20/03/2025,1536.24,1668.94,1993.11,
21/03/2025,1536.98,1659.15,1971.06,
24/03/2025,1532.79,1663.17,1989.8,
25/03/2025,1534.34,1654.49,1985.03,
26/03/2025,1537.21,1657.94,1988.31,
27/03/2025,1538.36,1660.19,1990.85,
28/03/2025,1536.79,1659.36,1974.98,
31/03/2025,1532.2,1659.59,1982.02,
01/04/2025,1533.65,1661.18,1987.71,
02/04/2025,1535.05,1663.07,1996.41,
03/04/2025,1532.81,1692.04,2004.52,
04/04/2025,1529.97,1700.24,1998.93,
07/04/2025,1601.36,1697.65,1980.43,
08/04/2025,1580.61,1730.33,2015.83,
09/04/2025,1564.1,1725.43,2020.25,
10/04/2025,1583.55,1732.23,2004.16,
11/04/2025,1589.15,1832.02,2111.34,
14/04/2025,1596.59,1815.17,2108.25,
15/04/2025,1603.63,1825.27,2139.25,
16/04/2025,1601.61,1823.28,2117.12,
17/04/2025,1603.41,1824.31,2127.97,
18/04/2025,1604.29,1826.04,2129.99,
21/04/2025,1603.55,1840.92,2137.75,
22/04/2025,1603.19,1848.17,2163.13,
23/04/2025,1603.81,1840.92,2153.7,
24/04/2025,1604.27,1827.99,2141.35,
25/04/2025,1605.7,1828.89,2134.19,
28/04/2025,1603.37,1825.19,2148.79,
29/04/2025,1601.22,1825.68,2148.83,
30/04/2025,1601.53,1820.55,2142.06,
01/05/2025,1601.72,1814.97,2134.34,
02/05/2025,1601.39,1819.82,2137.07,
05/05/2025,1600.12,1821.77,2140.02,
06/05/2025,1601.09,1818.3,2142.26,
07/05/2025,1605.7,1824.22,2144.72,
08/05/2025,1607.05,1818.05,2144.72,
09/05/2025,1604.35,1809.59,2139.88,
12/05/2025,1599.32,1801.21,2139.7,
13/05/2025,1599.88,1781.63,2118.79,
14/05/2025,1598.71,1794.86,2129.03,
15/05/2025,1600.71,1793.29,2132.62,
16/05/2025,1599.34,1792.66,2133.29,
19/05/2025,1597.51,1799.73,2138.67,
20/05/2025,1597.22,1806.36,2144.07,
21/05/2025,1585.89,1807.93,2141.79,
22/05/2025,1585.88,1802.19,2143.84,
23/05/2025,1580.65,1799.61,2143.58,
26/05/2025,1580.95,1808.75,2154,
27/05/2025,1582.61,1803.99,2150.35,
28/05/2025,1586.64,1795.49,2140.9,
29/05/2025,1587.32,1788.71,2122.8,
30/05/2025,1586.77,1788.76,2122.05,
02/06/2025,1582.45,1803.84,2134.72,
03/06/2025,1578.77,1808.4,2150.05,
