Date,USD_NGN,EUR_NGN,GBP_NGN,USD_NGN_Norm,EUR_NGN_Norm,GBP_NGN_Norm
11/12/2024,1538.75,1626.46,1975.65,0.887552445,0.8361523,0.851941351
12/12/2024,1536.36,1628.88,1971.64,0.885722598,0.837823652,0.849682591
13/12/2024,1539.56,1629.24,1957.14,0.888172603,0.838072282,0.841515003
16/12/2024,1539.57,1620.25,1955.17,0.888180259,0.831863419,0.840405338
17/12/2024,1542.56,1623.45,1966.8,0.890469482,0.83407347,0.846956306
18/12/2024,1544.93,1632.89,1982.4,0.892284017,0.840593123,0.855743504
19/12/2024,1540.73,1612.84,1944.86,0.889068386,0.826745768,0.834597901
20/12/2024,1541.8,1610.24,1940.19,0.889887606,0.824950101,0.831967375
23/12/2024,1539.18,1615.34,1945.73,0.887881665,0.828472371,0.835087956
24/12/2024,1537.96,1607.13,1935.94,0.886947601,0.822802207,0.829573427
25/12/2024,1536.22,1608.21,1939.46,0.885615411,0.8235481,0.831556179
26/12/2024,1538.76,1603.02,1926.55,0.887560102,0.819963672,0.82428421
27/12/2024,1538.26,1610.92,1942.43,0.887177288,0.825419737,0.833229126
30/12/2024,1538.24,1615.65,1948.29,0.887161976,0.82868647,0.836529958
31/12/2024,1534.2,1606.81,1943.06,0.884068845,0.822581202,0.833583994
01/01/2025,1533.79,1601.91,1936.63,0.883754938,0.819197061,0.829962091
02/01/2025,1538.02,1600.34,1929.5,0.886993538,0.818112754,0.825945891
03/01/2025,1535.36,1601.84,1929.82,0.884956972,0.819148716,0.826126141
06/01/2025,1531.34,1595.68,1922.7,0.881879154,0.814894366,0.822115574
07/01/2025,1534.38,1605.4,1936.5,0.884206658,0.821607398,0.829888864
08/01/2025,1538.38,1593.83,1909.65,0.887269164,0.81361668,0.814764745
09/01/2025,1540.36,1592.43,1902.69,0.888785104,0.812649783,0.810844303
10/01/2025,1543.79,1591.55,1895.15,0.891411203,0.812042019,0.806597158
13/01/2025,1548.87,1585.11,1889.26,0.895300585,0.80759429,0.803279427
14/01/2025,1549.26,1590.74,1884.73,0.895599179,0.811482599,0.80072776
15/01/2025,1551.86,1599.38,1901.79,0.897589808,0.817449739,0.81033735
16/01/2025,1552.31,1599.64,1899.75,0.89793434,0.817629305,0.809188254
17/01/2025,1550.06,1603.55,1895.31,0.89621168,0.820329712,0.806687283
20/01/2025,1552.56,1607.05,1901.79,0.898125746,0.822746956,0.81033735
21/01/2025,1552.61,1615.48,1914.21,0.898164028,0.828569061,0.817333311
22/01/2025,1554.26,1622.26,1918.93,0.899427311,0.833251607,0.819992001
23/01/2025,1555.25,1621.78,1923.03,0.900185282,0.8329201,0.822301457
24/01/2025,1534.65,1627.19,1934.08,0.884413377,0.836656468,0.828525722
27/01/2025,1531.53,1617.37,1927.44,0.882024623,0.829874372,0.82478553
28/01/2025,1533.27,1614.23,1925.6,0.883356813,0.827705759,0.823749092
29/01/2025,1520.2,1606.68,1919.65,0.873350075,0.822491419,0.820397564
30/01/2025,1519.1,1609.27,1923.42,0.872507886,0.824280179,0.822521137
31/01/2025,1521.58,1612.37,1929.74,0.87440664,0.826421167,0.826081079
03/02/2025,1491.37,1533.95,1846.39,0.851277065,0.77226109,0.779131532
04/02/2025,1497.47,1545.88,1858.96,0.855947386,0.780500439,0.786211986
05/02/2025,1494.84,1548.14,1860.87,0.853933789,0.782061287,0.787287854
06/02/2025,1497.86,1556.27,1863.51,0.85624598,0.7876762,0.788774918
07/02/2025,1501.29,1556.48,1868.56,0.858872079,0.787821234,0.791619492
10/02/2025,1499.42,1553.5,1863.46,0.857440358,0.785763124,0.788746754
11/02/2025,1498.7,1547.72,1858.81,0.856889107,0.781771218,0.786127493
12/02/2025,1504.2,1554.54,1862.68,0.861100052,0.786481391,0.788307394
13/02/2025,1507.06,1566.39,1881.38,0.863289744,0.794665488,0.798840766
14/02/2025,1511.88,1572.17,1886.78,0.866980063,0.798657394,0.801882488
17/02/2025,1509.96,1584.6,1907.98,0.86551006,0.807242063,0.813824065
18/02/2025,1508.4,1582.44,1912.46,0.864315683,0.805750278,0.816347567
19/02/2025,1507,1573.54,1899.67,0.863243806,0.799603572,0.809143192
20/02/2025,1507.33,1570.48,1894.66,0.863496463,0.79749021,0.80632115
21/02/2025,1503.6,1570.43,1895.71,0.860640676,0.797455678,0.806912596
24/02/2025,1502.54,1577.42,1902.49,0.859829112,0.80228326,0.810731647
25/02/2025,1501.19,1576.3,1898.55,0.858795516,0.801509741,0.808512316
26/02/2025,1499.97,1574.84,1903.37,0.857861452,0.800501405,0.811227335
27/02/2025,1497.99,1570.76,1903.71,0.856345512,0.79768359,0.811418851
28/02/2025,1500.95,1565.88,1897.01,0.858611766,0.794313261,0.807644862
03/03/2025,1498.48,1562.97,1893.15,0.856720669,0.792303495,0.805470594
04/03/2025,1499.45,1579.23,1901.16,0.857463326,0.80353332,0.809982482
05/03/2025,1499.3,1601.63,1913.05,0.857348483,0.819003681,0.816679904
06/03/2025,1501.17,1619.1,1933.01,0.858780204,0.831069182,0.827923011
07/03/2025,1505.07,1610.97,1919.7,0.861766147,0.825454269,0.820425728
10/03/2025,1509.06,1638.65,1946.71,0.864820997,0.844571215,0.835639973
11/03/2025,1531.01,1671.62,1982.76,0.881626497,0.867341653,0.855946285
12/03/2025,1533.33,1665.95,1983.43,0.88340275,0.863425718,0.856323684
13/03/2025,1538.59,1670.78,1994.19,0.887429945,0.866761515,0.862384598
14/03/2025,1534.07,1679.17,1989.69,0.883969314,0.872555994,0.859849829
17/03/2025,1536.44,1684.09,2003.18,0.885783848,0.875953948,0.867448502
18/03/2025,1535.71,1688.25,2005.81,0.885224941,0.878827015,0.868929933
19/03/2025,1536.21,1676.95,1999.53,0.885607754,0.87102277,0.865392523
20/03/2025,1536.24,1668.94,1993.11,0.885630723,0.865490735,0.861776253
21/03/2025,1536.98,1659.15,1971.06,0.886197287,0.858729358,0.849355887
24/03/2025,1532.79,1663.17,1989.8,0.882989312,0.861505736,0.85991179
25/03/2025,1534.34,1654.49,1985.03,0.884176033,0.855510971,0.857224935
26/03/2025,1537.21,1657.94,1988.31,0.886373381,0.857893683,0.8590725
27/03/2025,1538.36,1660.19,1990.85,0.887253851,0.859447625,0.860503236
28/03/2025,1536.79,1659.36,1974.98,0.886051818,0.858874393,0.851563952
31/03/2025,1532.2,1659.59,1982.02,0.882537592,0.859033241,0.855529457
01/04/2025,1533.65,1661.18,1987.71,0.883647751,0.86013136,0.858734531
02/04/2025,1535.05,1663.07,1996.41,0.884719628,0.861436672,0.863635083
03/04/2025,1532.81,1692.04,2004.52,0.883004624,0.881444545,0.8682033
04/04/2025,1529.97,1700.24,1998.93,0.880830245,0.887107802,0.865054554
07/04/2025,1601.36,1697.65,1980.43,0.935488317,0.885319042,0.854633839
08/04/2025,1580.61,1730.33,2015.83,0.919601568,0.907889194,0.874574018
09/04/2025,1564.1,1725.43,2020.25,0.906961076,0.904505052,0.877063724
10/04/2025,1583.55,1732.23,2004.16,0.92185251,0.909201412,0.868000518
11/04/2025,1589.15,1832.02,2111.34,0.926140018,0.978120489,0.928373073
14/04/2025,1596.59,1815.17,2108.25,0.931836278,0.966483186,0.926632532
15/04/2025,1603.63,1825.27,2139.25,0.937226289,0.973458662,0.944094271
16/04/2025,1601.61,1823.28,2117.12,0.935679723,0.972084286,0.931628842
17/04/2025,1603.41,1824.31,2127.97,0.937057851,0.972795646,0.937740451
18/04/2025,1604.29,1826.04,2129.99,0.937731602,0.973990455,0.93887828
21/04/2025,1603.55,1840.92,2137.75,0.937165038,0.984267195,0.943249348
22/04/2025,1603.19,1848.17,2163.13,0.936889413,0.989274343,0.957545443
23/04/2025,1603.81,1840.92,2153.7,0.937364101,0.984267195,0.952233694
24/04/2025,1604.27,1827.99,2141.35,0.937716289,0.975337206,0.945277163
25/04/2025,1605.7,1828.89,2134.19,0.938811135,0.975958783,0.941244064
28/04/2025,1603.37,1825.19,2148.79,0.937027226,0.97340341,0.94946798
29/04/2025,1601.22,1825.68,2148.83,0.935381129,0.973741825,0.949490512
30/04/2025,1601.53,1820.55,2142.06,0.935618473,0.970198836,0.945677093
01/05/2025,1601.72,1814.97,2134.34,0.935763942,0.966345058,0.941328557
02/05/2025,1601.39,1819.82,2137.07,0.935511285,0.969694668,0.942866316
05/05/2025,1600.12,1821.77,2140.02,0.93453894,0.971041418,0.944527998
06/05/2025,1601.09,1818.3,2142.26,0.935281597,0.968644893,0.945789749
07/05/2025,1605.7,1824.22,2144.72,0.938811135,0.972733488,0.947175423
08/05/2025,1607.05,1818.05,2144.72,0.939844731,0.968472233,0.947175423
09/05/2025,1604.35,1809.59,2139.88,0.93777754,0.962629409,0.944449138
12/05/2025,1599.32,1801.21,2139.7,0.933926439,0.956841836,0.944347748
13/05/2025,1599.88,1781.63,2118.79,0.934355189,0.943319083,0.932569523
14/05/2025,1598.71,1794.86,2129.03,0.933459406,0.952456265,0.93833753
15/05/2025,1600.71,1793.29,2132.62,0.934990659,0.951371959,0.940359712
16/05/2025,1599.34,1792.66,2133.29,0.933941751,0.950936855,0.940737111
19/05/2025,1597.51,1799.73,2138.67,0.932540655,0.955819687,0.943767567
20/05/2025,1597.22,1806.36,2144.07,0.932318623,0.960398638,0.94680929
21/05/2025,1585.89,1807.93,2141.79,0.923644076,0.961482945,0.945525007
22/05/2025,1585.88,1802.19,2143.84,0.923636419,0.957518665,0.946679735
23/05/2025,1580.65,1799.61,2143.58,0.919632193,0.95573681,0.946533282
26/05/2025,1580.95,1808.75,2154,0.919861881,0.96204927,0.952402679
27/05/2025,1582.61,1803.99,2150.35,0.921132821,0.958761819,0.9503467
28/05/2025,1586.64,1795.49,2140.9,0.924218295,0.952891369,0.945023686
29/05/2025,1587.32,1788.71,2122.8,0.924738921,0.948208822,0.934828284
30/05/2025,1586.77,1788.76,2122.05,0.924317827,0.948243354,0.934405822
02/06/2025,1582.45,1803.84,2134.72,0.921010321,0.958658222,0.941542604
03/06/2025,1578.77,1808.4,2150.05,0.918192815,0.961807546,0.950177715
